Study,Sample,Mouse,Vendor (full),Vendor name,Location [Geographical region (city/state)],Country ,Centre Name,Institute,Country,Location [Geographical region (city/state)],Continent,Compartment,Alternative sample name,Biosample number,Diet,Dietary Supplement,Age,Sex,Barrier,Publication,Genetic background,Strain,Genotype,Notes,Library Layout,Library Selection,Treatment,Exclude,Luminal contents?,Ex-GF,
PRJEB10308,ERR982835,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,"Laboratory of Genomics and Molecular Biomedicine, Department of Biology, University of Copenhagen",Denmark,Copenhagan,Europe,Faeces,SAMEA3504124,SAMEA3504124,High Fat,Indomethacin,17 weeks,Male,,,C57BL/6,C57BL/6JBomTac,Wildtype,C57BL/6JBomTac,PAIRED,RANDOM,HFD + NSAID,,Faecal,,
PRJEB10308,ERR982836,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,"Laboratory of Genomics and Molecular Biomedicine, Department of Biology, University of Copenhagen",Denmark,Copenhagan,Europe,Faeces,SAMEA3504125,SAMEA3504125,High Fat,Indomethacin,17 weeks,Male,,,C57BL/6,C57BL/6JBomTac,Wildtype,C57BL/6JBomTac,PAIRED,RANDOM,HFD + NSAID,,Faecal,,
PRJEB10308,ERR982837,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,"Laboratory of Genomics and Molecular Biomedicine, Department of Biology, University of Copenhagen",Denmark,Copenhagan,Europe,Faeces,SAMEA3504126,SAMEA3504126,High Fat,Indomethacin,17 weeks,Male,,,C57BL/6,C57BL/6JBomTac,Wildtype,C57BL/6JBomTac,PAIRED,RANDOM,HFD + NSAID,,Faecal,,
PRJEB10308,ERR982838,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,"Laboratory of Genomics and Molecular Biomedicine, Department of Biology, University of Copenhagen",Denmark,Copenhagan,Europe,Faeces,SAMEA3504127,SAMEA3504127,High Fat,Indomethacin,17 weeks,Male,,,C57BL/6,C57BL/6JBomTac,Wildtype,C57BL/6JBomTac,PAIRED,RANDOM,HFD + NSAID,,Faecal,,
PRJEB10308,ERR982840,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,"Laboratory of Genomics and Molecular Biomedicine, Department of Biology, University of Copenhagen",Denmark,Copenhagan,Europe,Faeces,SAMEA3504128,SAMEA3504128,High Fat,Indomethacin,17 weeks,Male,,,C57BL/6,C57BL/6JBomTac,Wildtype,C57BL/6JBomTac,PAIRED,RANDOM,HFD + NSAID,,Faecal,,
PRJEB10308,ERR982841,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,"Laboratory of Genomics and Molecular Biomedicine, Department of Biology, University of Copenhagen",Denmark,Copenhagan,Europe,Faeces,SAMEA3504129,SAMEA3504129,High Fat,Indomethacin,17 weeks,Male,,,C57BL/6,C57BL/6JBomTac,Wildtype,C57BL/6JBomTac,PAIRED,RANDOM,HFD + NSAID,,Faecal,,
PRJEB10308,ERR982842,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,"Laboratory of Genomics and Molecular Biomedicine, Department of Biology, University of Copenhagen",Denmark,Copenhagan,Europe,Faeces,SAMEA3504130,SAMEA3504130,High Fat,Indomethacin,17 weeks,Male,,,C57BL/6,C57BL/6JBomTac,Wildtype,C57BL/6JBomTac,PAIRED,RANDOM,HFD + NSAID,,Faecal,,
PRJEB10308,ERR982843,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,"Laboratory of Genomics and Molecular Biomedicine, Department of Biology, University of Copenhagen",Denmark,Copenhagan,Europe,Faeces,SAMEA3504131,SAMEA3504131,High Fat,Indomethacin,17 weeks,Male,,,C57BL/6,C57BL/6JBomTac,Wildtype,C57BL/6JBomTac,PAIRED,RANDOM,HFD + NSAID,,Faecal,,
PRJEB10308,ERR982844,C57BL/6,"Taconic Biosciences, Laven",Taconic Biosciences,Ry,Denmark,BEIJING GENOME INSTITUTE,"Laboratory of Genomics and Molecular Biomedicine, Department of Biology, University of Copenhagen",Denmark,Copenhagan,Europe,Faeces,SAMEA3504132,SAMEA3504132,High Fat,Indomethacin,17 weeks,Male,,,C57BL/6,C57BL/6JBomTac,Wildtype,C57BL/6JBomTac,PAIRED,RANDOM,HFD + NSAID,,Faecal,,
PRJEB15095,ERR1562569,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376696,SAMEA4376696,Chow,None,12 weeks,Female,,https://www.nature.com/articles/nature25172,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,Control,,Luminal,,
PRJEB15095,ERR1562570,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376697,SAMEA4376697,Chow,None,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,Control,,Luminal,,
PRJEB15095,ERR1562571,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376698,SAMEA4376698,Chow,None,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,Control,,Luminal,,
PRJEB15095,ERR1562572,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376699,SAMEA4376699,Chow,None,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,Control,,Luminal,,
PRJEB15095,ERR1562573,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376700,SAMEA4376700,Chow,None,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,Control,,Luminal,,
PRJEB15095,ERR1562574,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376701,SAMEA4376701,Chow,None,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,Control,,Luminal,,
PRJEB15095,ERR1562575,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376702,SAMEA4376702,Chow,Tungsten,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,Tungsten,,Luminal,,
PRJEB15095,ERR1562576,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376703,SAMEA4376703,Chow,Tungsten,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,Tungsten,,Luminal,,
PRJEB15095,ERR1562577,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376704,SAMEA4376704,Chow,Tungsten,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,Tungsten,,Luminal,,
PRJEB15095,ERR1562578,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376705,SAMEA4376705,Chow,Tungsten,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,Tungsten,,Luminal,,
PRJEB15095,ERR1562579,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376706,SAMEA4376706,Chow,Tungsten,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,Tungsten,,Luminal,,
PRJEB15095,ERR1562580,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376707,SAMEA4376707,Chow,Tungsten,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,Tungsten,,Luminal,,
PRJEB15095,ERR1562581,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376708,SAMEA4376708,Chow,DSS,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,DSS colitis,,Luminal,,
PRJEB15095,ERR1562582,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376709,SAMEA4376709,Chow,DSS,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,DSS colitis,,Luminal,,
PRJEB15095,ERR1562583,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376710,SAMEA4376710,Chow,DSS,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,DSS colitis,,Luminal,,
PRJEB15095,ERR1562584,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376711,SAMEA4376711,Chow,DSS,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,DSS colitis,,Luminal,,
PRJEB15095,ERR1562585,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376712,SAMEA4376712,Chow,DSS,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,DSS colitis,,Luminal,,
PRJEB15095,ERR1562586,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376713,SAMEA4376713,Chow,DSS,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,DSS colitis,,Luminal,,
PRJEB15095,ERR1562587,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376714,SAMEA4376714,Chow,DSS+Tungsten,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,DSS colitis + Tungsten,,Luminal,,
PRJEB15095,ERR1562588,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376715,SAMEA4376715,Chow,DSS+Tungsten,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,DSS colitis + Tungsten,,Luminal,,
PRJEB15095,ERR1562589,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376716,SAMEA4376716,Chow,DSS+Tungsten,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,DSS colitis + Tungsten,,Luminal,,
PRJEB15095,ERR1562590,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376717,SAMEA4376717,Chow,DSS+Tungsten,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,DSS colitis + Tungsten,,Luminal,,
PRJEB15095,ERR1562591,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376718,SAMEA4376718,Chow,DSS+Tungsten,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,DSS colitis + Tungsten,,Luminal,,
PRJEB15095,ERR1562592,C57BL/6,"Charles River Laboratories, Morrisville",Charles River Laboratories,"Morrisville, North Carolina",USA,UNIVERSITY OF TEXAS SOUTHWESTERN,University of Texas Southwestern Medical Center,USA,"Dallas, Texas",North America,Caecum,SAMEA4376719,SAMEA4376719,Chow,DSS+Tungsten,12 weeks,Female,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,SIZE FRACTIONATION,DSS colitis + Tungsten,,Luminal,,
PRJEB15120,ERR1806394,C57BL/6,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,UNIVERSITY OF WISCONSIN MADISON,University of Wisconsin,USA,"Madison, Wisconsin",North America,Caecum,SAMEA51453418,SAMEA51453418,High Fat/High Sucrose,None,15 weeks,Male,,https://www.sciencedirect.com/science/article/pii/S2211124717301195,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,PCR,HFD,,Luminal,,
PRJEB15120,ERR1806395,CAST,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,UNIVERSITY OF WISCONSIN MADISON,University of Wisconsin,USA,"Madison, Wisconsin",North America,Caecum,SAMEA51454168,SAMEA51454168,High Fat/High Sucrose,None,15 weeks,Male,,,CAST,CAST/EiJ,Wildtype,CAST/EiJ,PAIRED,PCR,FHD,,Luminal,,
PRJEB15341,ERR1614693,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427029,SAMEA4427029,Chow,None,10 weeks,Female,,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00391/full,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614694,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427029,SAMEA4427029,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614695,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427029,SAMEA4427029,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614696,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427029,SAMEA4427029,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614697,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427029,SAMEA4427029,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614698,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427029,SAMEA4427029,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614699,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427029,SAMEA4427029,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614700,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427029,SAMEA4427029,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614701,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Faeces,SAMEA4427032,SAMEA4427032,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJEB15341,ERR1614702,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Faeces,SAMEA4427032,SAMEA4427032,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJEB15341,ERR1614703,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Faeces,SAMEA4427032,SAMEA4427032,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJEB15341,ERR1614704,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Faeces,SAMEA4427032,SAMEA4427032,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJEB15341,ERR1614705,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Faeces,SAMEA4427032,SAMEA4427032,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJEB15341,ERR1614706,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Faeces,SAMEA4427032,SAMEA4427032,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJEB15341,ERR1614707,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Faeces,SAMEA4427032,SAMEA4427032,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJEB15341,ERR1614708,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427030,SAMEA4427030,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614709,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427030,SAMEA4427030,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614710,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427030,SAMEA4427030,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614712,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427030,SAMEA4427030,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614713,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427030,SAMEA4427030,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614715,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Caecum,SAMEA4427030,SAMEA4427030,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Luminal,,
PRJEB15341,ERR1614716,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Faeces,SAMEA4427033,SAMEA4427033,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJEB15341,ERR1614718,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Faeces,SAMEA4427033,SAMEA4427033,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJEB15341,ERR1614719,NOD,"New Research Building, Harvard Medical School",Harvard Medical School,"Boston, Massachusetts",USA,PORTO CONTE RICERCHE SRL,"New Research Building, Harvard Medical School",USA,"Boston, Massachusetts",North America,Faeces,SAMEA4427033,SAMEA4427033,Chow,None,10 weeks,Female,,,NOD,NOD,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
